ID,REFERENCES,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,CR2O3,FE SKARN,AU  SKARN,CU  SKARN,ZN  SKARN,W  SKARN,MO  SKARN,SN  SKARN
1,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.432,0.026,17.28,7.042,5.007,0.531,20.044,0,0,0,0,0,0,0,1
2,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.287,0.077,17.406,9.876,2.059,0.497,20.157,0,0,0,0,0,0,0,1
3,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",42.27,0.04,9.16,13.284,1.39,0,31.8,0,0,0,0,1,0,0,0
4,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.161,0.053,16.889,7.212,4.517,0.652,20.06,0,0,0,0,0,0,0,1
5,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.158,0.094,17.272,8.045,4.384,0.436,17.981,0,0,0,0,0,0,0,1
6,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.079,0.117,17.156,9.937,2.627,0.326,19.99,0,0,0,0,0,0,0,1
7,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,42.043,0.023,17.227,7.455,5.025,0.304,19.845,0,0,0,0,0,0,0,1
8,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.934,0.065,16.331,8.684,4.722,0.435,19.557,0,0,0,0,0,0,0,1
9,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.908,0.021,17.31,8.767,3.858,0.316,19.917,0,0,0,0,0,0,0,1
10,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.868,0.083,17.09,9.768,2.845,0.291,20.028,0,0,0,0,0,0,0,1
11,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.826,0.028,17.276,8.621,3.963,0.297,20.003,0,0,0,0,0,0,0,1
12,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.822,0,17.288,9.167,3.658,0.263,19.922,0,0,0,0,0,0,0,1
13,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.8,0,16.535,7.189,5.79,0.422,19.973,0,0,0,0,0,0,0,1
14,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.782,0.047,17.114,9.845,2.885,0.322,19.919,0,0,0,0,0,0,0,1
15,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.782,0.159,17.06,9.125,3.669,0.473,19.776,0,0,0,0,0,0,0,1
16,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.759,0.025,17.336,7.684,4.869,0.289,19.957,0,0,0,0,0,0,0,1
17,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.727,0.02,17.383,7.895,4.662,0.323,19.992,0,0,0,0,0,0,0,1
18,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.72,0.051,17.312,8.31,4.24,0.375,19.792,0,0,0,0,0,0,0,1
19,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.667,0.129,16.527,10.383,2.735,0.375,19.645,0,0,0,0,0,0,0,1
20,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.622,0.08,17.143,8.9,4.002,0.326,19.846,0,0,0,0,0,0,0,1
21,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.605,0.053,16.735,9.024,4.943,0.34,19.143,0,0,0,0,0,0,0,1
22,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.55,0.133,16.859,9.853,2.771,0.612,19.97,0,0,0,0,0,0,0,1
23,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.536,0.105,16.374,7.731,5.177,0.533,19.874,0,0,0,0,0,0,0,1
24,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.519,0,16.883,8.617,4.44,0.257,19.967,0,0,0,0,0,0,0,1
25,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.513,0,16.969,8.632,4.424,0.233,19.856,0,0,0,0,0,0,0,1
26,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.499,0.028,16.599,9.739,3.761,0.239,19.809,0,0,0,0,0,0,0,1
27,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.434,0,16.037,10.428,2.982,0.339,19.796,0,0,0,0,0,0,0,1
28,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.42,0,16.677,9.189,3.812,0.322,19.947,0,0,0,0,0,0,0,1
29,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.415,0.09,16.827,9.657,3.668,0.262,19.627,0,0,0,0,0,0,0,1
30,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.309,0,16.773,8.839,4.017,0.311,19.964,0,0,0,0,0,0,0,1
31,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.278,0.03,16.448,9.703,3.869,0.243,19.778,0,0,0,0,0,0,0,1
32,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.264,0.031,17.092,9.244,3.638,0.267,19.76,0,0,0,0,0,0,0,1
33,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.242,0.025,16.353,10.272,3.102,0.36,19.933,0,0,0,0,0,0,0,1
34,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.241,0,16.326,9.801,3.687,0.288,19.699,0,0,0,0,0,0,0,1
35,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.222,0,16.766,9.006,3.981,0.278,19.762,0,0,0,0,0,0,0,1
36,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.216,0,16.6,8.733,4.458,0.282,19.998,0,0,0,0,0,0,0,1
37,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.213,0.034,16.924,8.348,4.583,0.329,19.831,0,0,0,0,0,0,0,1
38,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.196,0.046,16.127,8.653,5.109,0.396,19.748,0,0,0,0,0,0,0,1
39,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.18,0.085,15.635,7.926,4.533,0.551,19.827,0,0,0,0,0,0,0,1
40,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.171,0.162,16.615,7.742,4.651,0.571,19.812,0,0,0,0,0,0,0,1
41,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.097,0,16.481,9.953,3.548,0.25,19.79,0,0,0,0,0,0,0,1
42,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.053,0.067,16.007,8.769,4.689,0.597,19.862,0,0,0,0,0,0,0,1
43,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.04,0,16.315,8.733,4.416,0.298,19.727,0,0,0,0,0,0,0,1
44,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.029,0,16.6,9.269,3.956,0.291,19.846,0,0,0,0,0,0,0,1
45,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,41.008,0,16.578,7.845,4.993,0.322,19.742,0,0,0,0,0,0,0,1
46,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",40.999,1.19,8.163,14.199,3.781,2.437,27.409,0,1,0,0,0,0,0,0
47,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.944,0,16.376,8.473,4.687,0.298,19.531,0,0,0,0,0,0,0,1
48,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.94,0.15,5.6,19.02,0.6,1.08,32.32,0,1,0,0,0,0,0,0
49,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.871,0,16.201,8.715,4.569,0.283,19.659,0,0,0,0,0,0,0,1
50,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.784,0.055,15.945,7.792,4.428,0.807,19.646,0,0,0,0,0,0,0,1
51,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",40.759,0.004,0.445,23.409,2.06,2.453,29.829,0,1,0,0,0,0,0,0
52,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.738,0,16.351,9.389,3.872,0.371,19.807,0,0,0,0,0,0,0,1
53,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.67,0.12,4.87,19.65,2.08,0.08,32.47,0,1,0,0,0,0,0,0
54,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.622,0.02,16.386,7.933,5.235,0.284,19.64,0,0,0,0,0,0,0,1
55,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.553,0.084,16.72,8.584,4.33,0.331,19.987,0,0,0,0,0,0,0,1
56,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.36,0.08,7.68,18.22,2.49,0.03,30.91,0,0,0,0,1,0,0,0
57,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",40.35,0.55,18.47,4.898,0.23,0.1,35.6,0,0,0,0,1,1,0,0
58,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.33,0.64,9.76,15.84,0.45,0.06,32.59,0,0,0,0,1,0,0,0
59,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.3,0,21.02,2.55,0.987,0.058,36.4,0,0,0,0,0,0,0,1
60,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.16,0.05,1.71,23.37,1.1,0.08,33.52,0,1,0,0,0,0,0,0
61,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",40.16,0,5.15,20.17,1.38,0.06,32.83,0,1,0,0,0,0,0,0
62,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.13,0,21.56,1.46,0,0.042,37.24,0,0,0,0,0,0,0,1
63,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.13,0.073,21.02,2.99,0.46,0.238,36.29,0,0,0,0,0,0,0,1
64,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",40.109,0.159,20.144,2.935,0.968,0.042,37.794,0,0,1,1,0,0,1,0
65,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.08,0.046,20.99,2.8,0.485,0.247,36.12,0,0,0,0,0,0,0,1
66,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40.05,0.066,20.87,3.04,0.52,0.229,36.26,0,0,0,0,0,0,0,1
67,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",40.021,0.136,20.174,2.798,0.94,0.088,37.832,0.001,0,1,1,0,0,1,0
68,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40,0.044,20.42,3.38,0.772,0.062,36.59,0,0,0,0,0,0,0,1
69,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,40,0.05,21.06,2.61,0.478,0.265,36.16,0,0,0,0,0,0,0,1
70,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.97,0.646,13.219,11.202,0.348,0,33.881,0,0,1,0,0,0,0,0
71,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.96,0.16,7.93,18.2,3.37,0.02,30.28,0,1,0,0,0,0,0,0
72,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.943,0.452,16.317,8.209,0.96,0.139,33.661,0.005,1,0,0,1,0,0,0
73,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.94,0,20.54,3.14,0.313,0.052,36.3,0,0,0,0,0,0,0,1
74,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",39.933,0.172,7.205,20.895,0.3,0.058,31.336,0,0,0,1,1,0,1,0
75,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.93,0,21.49,1.61,0.164,0.048,37.46,0,0,0,0,0,0,0,1
76,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.92,0.16,20.76,2.56,0.735,0.166,36.77,0,0,0,0,0,0,0,1
77,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",39.91,0.27,19.1,4.258,0.2,0.09,35.89,0.01,0,0,0,1,1,0,0
78,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",39.9,0.95,18.96,4.715,0.13,0.28,35.32,0,0,0,0,1,1,0,0
79,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",39.896,0.401,18.206,4.714,0.251,1.91,34.561,0.001,0,0,1,1,0,1,0
80,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.89,0,19.84,4.34,0.85,0.176,36.2,0,0,0,0,0,0,0,1
81,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.888,0.185,20.16,2.777,0.898,0.114,37.862,0,0,1,1,0,0,1,0
82,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.86,0,20.21,3.58,0.482,0.229,36.14,0,0,0,0,0,0,0,1
83,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",39.854,0,21.365,1.102,0.288,0.23,37.098,0.008,0,0,0,0,1,1,0
84,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.848,0.077,17.243,6.909,0.639,0.058,34.521,0,1,0,0,1,0,0,0
85,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.83,0,21.1,2.87,0.451,0.225,35.91,0,0,0,0,0,0,0,1
86,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.82,0,20.38,3.58,0.552,0.245,36.17,0,0,0,0,0,0,0,1
87,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.817,0.043,19.137,4.193,0.815,0.085,37.754,0,0,1,1,0,0,1,0
88,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.8,0.097,20.16,3.87,0.47,0.239,35.9,0,0,0,0,0,0,0,1
89,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",39.8,0.43,18.61,5.154,0.06,0.15,35.73,0,0,0,0,1,1,0,0
90,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.796,0.067,17.97,6.773,0.908,0.07,34.021,0,1,0,0,1,0,0,0
91,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.795,0.538,14.263,10.383,0.411,0.354,34.819,0,0,1,0,0,0,0,0
92,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.792,1.056,15.122,8.669,0.599,0,33.208,0,0,1,0,0,0,0,0
93,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.79,0.075,20.22,3.51,0.745,0.074,36.36,0,0,0,0,0,0,0,1
94,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.79,0.02,0.81,24.82,1.34,0.08,33.3,0,1,0,0,0,0,0,0
95,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.78,0.11,18.694,5.995,0.873,0.107,33.796,0.007,1,0,0,1,0,0,0
96,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.77,0,19.91,4.27,0.866,0.251,35.52,0,0,0,0,0,0,0,1
97,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.75,0,20.92,2.41,0.497,0.074,36.78,0,0,0,0,0,0,0,1
98,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.75,0,20.6,2.84,0.392,0.049,36.67,0,0,0,0,0,0,0,1
99,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,39.744,0.113,17.528,8.529,0.514,0.174,35.34,0,1,1,1,0,0,0,0
100,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.74,0.074,20.22,3.83,0.554,0.239,35.6,0,0,0,0,0,0,0,1
101,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.73,0,19.88,4.43,0.41,0.248,35.99,0,0,0,0,0,0,0,1
102,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.73,0.15,1.56,23.87,0.37,0.15,34.22,0,1,0,0,0,0,0,0
103,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",39.718,0.036,18.647,4.317,0.093,1.844,35.289,0,0,0,1,1,0,1,0
104,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.713,0,20.107,2.798,0.824,0.101,37.872,0.002,0,1,1,0,0,1,0
105,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.67,0.174,17.574,6.851,0.804,0.072,34.017,0.001,1,0,0,1,0,0,0
106,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.67,0,19.98,4.18,0.402,0,36.24,0,0,0,0,0,0,0,1
107,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.663,0.143,19.751,3.155,0.971,0.07,37.523,0,0,1,1,0,0,1,0
108,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.66,0,0.82,24.26,1.33,0.21,33.17,0,1,0,0,0,0,0,0
109,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.66,0.15,8.07,16.62,2.5,0.03,32.9,0,1,0,0,0,0,0,0
110,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.657,1.422,17.791,2.683,0.757,0.162,37.942,0.056,0,1,1,0,0,1,0
111,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",39.653,0.365,16.804,8.154,0.698,0.063,34.217,0,0,0,1,1,0,1,0
112,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.65,0.563,14.457,10.362,0.447,0,34.723,0,0,1,0,0,0,0,0
113,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,39.646,0.088,17.215,8.898,0.522,0.191,36.316,0,1,1,1,0,0,0,0
114,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.645,0.314,17.362,7.507,0.875,0.07,33.754,0,1,0,0,1,0,0,0
115,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.643,0,19.499,4.432,0.8,0.118,34.389,0.01,1,0,0,1,0,0,0
116,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.642,0.075,17.294,7.763,0.708,0.057,34.423,0.003,1,0,0,1,0,0,0
117,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.636,0,18.691,5.25,0.675,0.084,34.434,0.005,1,0,0,1,0,0,0
118,"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania",39.61,0,10.26,14.33,0.68,0,33.29,0,0,0,0,1,0,0,0
119,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.6,0.041,20.15,3.9,0.622,0,36.68,0,0,0,0,0,0,0,1
120,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",39.6,0.44,17.43,6.725,0.22,0.13,35.43,0,0,0,0,1,1,0,0
121,"Ore-forming processes in the Xingjiashan W-Mo skarn deposit (Jiaodong, China): Insights from multi-generation scheelite and garnet geochemistry",39.596,0.042,16.455,8.475,0.756,0.001,34.78,0.022,0,0,0,0,1,1,0
122,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.586,0.761,13.628,9.855,0.458,0.296,34.019,0,0,1,0,0,0,0,0
123,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",39.584,0.695,15.056,9.177,0.772,0,33.574,0,0,1,0,0,0,0,0
124,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.58,0.176,19.95,3.86,0.141,0,36.53,0,0,0,0,0,0,0,1
125,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.57,0.038,19.79,4.54,0.303,0.034,36.36,0,0,0,0,0,0,0,1
126,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",39.57,0.14,13.84,10.708,0.37,0.06,34.04,0,0,0,1,0,0,0,0
127,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.563,0.188,18.599,5.161,0.856,0.135,34.166,0,1,0,0,1,0,0,0
128,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.562,0.034,18.275,5.477,0.322,0.002,38.386,0.016,0,1,1,0,0,1,0
129,"Relationship between garnet skarn and W mineralization: A case study from the Tongshankou Cu-Mo-W deposit, Daye, Hubei",39.56,0.69,17.93,5.28,0.37,0.13,36.5,0,0,0,1,0,1,1,0
130,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",39.556,0.103,15.147,10.591,0.602,0.068,33.89,0,0,0,1,1,0,1,0
131,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.55,0,19.74,4.42,0.417,0,36.25,0,0,0,0,0,0,0,1
132,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.543,0.172,17.847,6.912,0.879,0.054,33.98,0,1,0,0,1,0,0,0
133,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",39.535,0.125,19.324,3.827,0.446,0.093,36.727,0,0,0,0,0,1,1,0
134,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.53,0,19.3,4.76,0.308,0,36.23,0,0,0,0,0,0,0,1
135,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.52,0,19.8,4.59,0.423,0,36.52,0,0,0,0,0,0,0,1
136,"Gold skarn mineralization and fluid evolution in the Nickel Plate Deposit, British Columbia",39.52,0,19.32,4.832,0.69,0,36.03,0,0,1,0,0,0,0,0
137,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.517,0.052,17.492,7.059,0.666,0.032,34.44,0,1,0,0,1,0,0,0
138,Geology of gold-bearing skarn deposits in the middle and lower Yangtze River Valley and adjacent regions,39.51,0.38,17.9,5.841,0.73,0.47,35.33,0,0,1,1,0,0,0,0
139,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.5,0.045,19.77,4.23,0.392,0.034,36.33,0,0,0,0,0,0,0,1
140,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",39.494,0.51,16.431,7.358,0.783,0.325,33.988,0,1,0,0,1,0,0,0
141,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.49,0,19.68,4.5,0.401,0,36.21,0,0,0,0,0,0,0,1
142,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.49,0.225,19.37,4.61,0.681,0,35.72,0,0,0,0,0,0,0,1
143,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",39.483,0.044,18.124,5.504,0.717,0.022,37.348,0,0,1,1,0,0,1,0
144,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,39.48,0.102,17.88,7.6,0.404,0,35.25,0,0,0,0,0,0,0,1
145,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",39.479,0.266,18.719,4.139,0.218,0.07,36.387,0.005,0,0,0,0,1,1,0
