ID,REFERENCES,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,CR2O3,FE SKARN,AU  SKARN,CU  SKARN,ZN  SKARN,W  SKARN,MO  SKARN,SN  SKARN
1405,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,1.405,13.63,10.07,0.33,0.032,35.52,0,0,0,0,0,0,0,1
1406,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,0.722,12.27,12.38,0.435,0.069,35.09,0,0,0,0,0,0,0,1
1407,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,0.593,14.17,10.24,0.347,0.054,35.03,0,0,0,0,0,0,0,1
1408,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,0.704,13,11.65,0.59,0.093,34.94,0,0,0,0,0,0,0,1
1409,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,0,11.742,14.562,1.298,0,34.737,0,0,0,0,1,1,0,1
1410,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.67,0.031,15.79,10.38,0.616,0.033,34.25,0,0,0,0,0,0,0,1
1411,"Mineralization processes of the Mount Garnet Zinc deposit, NE Queensland (Australia): Insights from garnet geochemistry and U-Pb geochronology",37.67,0.09,15.45,10.473,2.212,0.024,33.261,0,0,0,0,1,0,0,0
1412,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",37.67,0.199,10.131,16.841,1.27,0.025,31.805,0,1,0,0,1,0,0,0
1413,"The Paleozoic Huoshenmiao iron skarn deposit in the Tongbai area of North Qinling Orogen, China: Insights from garnet U-Pb dating and geological constraints",37.67,0.08,20.51,23.62,11.04,1.54,5.9,0,1,0,0,0,0,0,0
1414,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",37.67,0.2,13.85,11.99,0.33,0,35.13,0,0,0,1,0,0,0,0
1415,"Scheelite and coexisting F-rich zoned garnet, vesuvianite, fluorite, and apatite in calc-silicate rocks from the Mogok metamorphic belt, Myanmar: Implications for metasomatism in marble and the role of halogens in W mobilization and mineralization",37.67,0.63,19.53,5.13,0.42,0.08,34.71,0,0,0,0,0,1,0,0
1416,"Metasomatic changes during periodic fluid flux recorded in grandite garnet from the Weondong W-skarn deposit, South Korea",37.67,0.02,14.57,11.536,1.24,0.03,34,0,0,0,0,0,1,0,0
1417,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.668,0.16,2.731,26.225,0.26,0.058,32.887,0.003,0,0,1,1,0,1,0
1418,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.668,0.036,2.119,27.652,1.017,0.065,31.436,0,0,0,1,1,0,1,0
1419,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.666,0,1.521,27.491,0.357,0.119,32.846,0,0,0,1,1,0,1,0
1420,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.663,0,13.881,11.757,1.21,0,35.296,0,0,0,0,1,1,0,1
1421,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.663,0.101,17.156,7.823,1.703,0.061,35.239,0,0,0,0,1,1,0,1
1422,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.662,0.184,2.577,26.932,0.401,0.037,32.2,0,0,0,1,1,0,1,0
1423,"Mineral chemistry and formation conditions of calc-silicate minerals of Qozlou Fe skarn deposit, Zanjan Province, NW Iran",37.66,0.97,4.06,23.11,0.34,0.06,33.57,0.03,1,0,0,0,0,0,0
1424,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.66,0.424,16.9,6.92,0.586,0,36.15,0,0,0,0,0,0,0,1
1425,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.66,1.304,13.9,9.61,0.343,0,35.48,0,0,0,0,0,0,0,1
1426,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",37.66,0.93,7.22,18.803,0.19,0.16,33.45,0,0,0,0,1,1,0,0
1427,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",37.66,0.621,13.813,10.644,0.222,0.146,35.578,0,0,0,1,0,1,0,0
1428,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",37.66,0.003,8.697,16.759,1.085,0.442,34.638,0,1,0,0,0,0,0,0
1429," The formation and trace elements of garnet in the skarn zone from the Xinqiao Cu-S-Fe-Au deposit, Tongling ore district, Anhui Province, Eastern China",37.659,0,2.666,24.769,0.497,0.166,34.66,0,1,1,1,0,0,0,0
1430,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.657,0.127,2.358,26.512,0.204,0.039,33.097,0,0,0,1,1,0,1,0
1431,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.656,0.273,5.098,23.069,0.244,0.092,33.558,0,0,0,1,1,0,1,0
1432,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.656,0,4.507,24.169,0.32,0.017,33.313,0,0,0,1,1,0,1,0
1433,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.656,0.005,1.789,27.233,0.312,0.179,32.824,0,0,0,1,1,0,1,0
1434,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.655,0,3.571,25.026,0.209,0.035,33.491,0,0,0,1,1,0,1,0
1435,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.653,0.305,3.384,25.175,0.353,0.133,32.983,0,0,0,1,1,0,1,0
1436,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",37.653,0.411,13.941,10.953,0.459,0.14,35.272,0,0,0,1,0,1,0,0
1437,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.651,0,11.524,14.392,0.737,0,33.587,0,0,0,1,0,1,1,1
1438,"Origin of oscillatory zoned garnets from the Xieertala Fe每Zn skarn deposit, northern China:?In situ?LA每ICP-MS evidence",37.65,0.08,5.91,21.78,0.22,0.02,35.04,0.03,1,0,0,0,0,0,1
1439,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.65,0.306,13.44,11.31,0.489,0.054,35.06,0,0,0,0,0,0,0,1
1440,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.649,0.03,11.309,14.924,0.796,0.01,34.036,0,0,0,1,0,1,1,1
1441,"Garnet U-Pb dating of the Yinan Au-Cu skarn deposit, Luxi District, North China Craton: Implications for district-wide coeval Au-Cu and Fe skarn mineralization",37.646,0.059,1.956,26.807,0.12,0.102,33.986,0.013,1,1,1,0,0,0,0
1442,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.643,0,1.375,27.345,0.19,0.196,33.154,0,0,0,1,1,0,1,0
1443,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",37.643,0.025,6.791,19.403,1.37,0.027,34.127,0,1,0,0,0,0,0,0
1444,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.641,0.002,1.314,27.631,0.226,0.177,33.005,0,0,0,1,1,0,1,0
1445,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.64,1.191,16.5,7.47,0.666,0,34.95,0.082,0,0,0,0,0,0,1
1446,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",37.64,0.444,11.91,12.62,0.527,0.071,35.42,0.005,0,1,1,0,0,1,0
1447,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.64,0.84,15.058,10.305,1.816,0.152,33.411,0,0,0,0,0,0,0,1
1448,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.64,0.638,16.728,12.69,4.734,0.042,27.269,0,0,0,0,1,1,0,1
1449,"IN SITU U-Pb DATING OF GARNET AND CASSITERITE FROM THE KANBAUK W-Sn(-F) SKARN DEPOSIT, DAWEI REGION, SOUTHERN MYANMAR: NEW INSIGHTS ON THE REGIONAL Sn-W METALLOGENY IN THE SOUTHEAST Asia TIN BELT",37.64,0.02,19.5,11.195,9.22,0,21.46,0,0,0,0,0,1,0,1
1450,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.634,0,0.917,28.816,0.591,0.05,31.974,0,0,0,1,1,0,1,0
1451,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",37.631,0.004,7.868,18.297,2.299,0.002,32.714,0.043,0,0,0,0,1,1,0
1452,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.631,0,1.804,26.968,0.187,0.169,33.121,0,0,0,1,1,0,1,0
1453,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.63,0,16.165,8.713,2.608,0.049,32.842,0,0,0,1,0,1,1,1
1454,"Discrete late Jurassic Sn mineralizing events in the Xianghualing Ore District, South China: Constraints from cassiterite and garnet U-Pb geochronology",37.63,0.68,17.76,7.04,1.63,0.16,32.69,0,0,0,0,0,0,0,1
1455,"Age and compositions of garnet in a magnesian skarn Au-Cu deposit, Tibet, implications for ore-fluid evolution",37.63,0.4,12.74,12.54,0.72,0.05,35.44,0,0,1,1,0,0,0,0
1456,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",37.63,0.04,15.31,10.32,0.55,0.05,35.31,0,0,0,1,0,0,0,0
1457,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.628,0,2.787,26.068,0.18,0.038,33.294,0,0,0,1,1,0,1,0
1458,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.627,0,11.201,14.865,2.156,0.03,32.491,0,0,0,1,0,1,1,1
1459,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.627,0.128,2.343,27.101,0.431,0.024,32.337,0,0,0,1,1,0,1,0
1460,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.626,0,12.371,13.474,1.113,0,34.984,0,0,0,0,1,1,0,1
1461,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.626,0.001,5.074,23.115,0.345,0.159,33.563,0,0,0,1,1,0,1,0
1462,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.626,0,1.789,27.135,0.146,0.178,33.123,0,0,0,1,1,0,1,0
1463,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.626,0,1.762,27.307,0.175,0.022,33.102,0,0,0,1,1,0,1,0
1464,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.625,0.234,3.204,25.295,0.209,0.078,33.339,0.002,0,0,1,1,0,1,0
1465,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.625,0,0.966,27.882,0.172,0.141,33.174,0,0,0,1,1,0,1,0
1466,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.625,0.001,1.37,27.937,0.427,0.099,32.527,0,0,0,1,1,0,1,0
1467,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.625,0.038,1.939,27.942,1.063,0.045,31.348,0,0,0,1,1,0,1,0
1468,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.621,0.227,3.104,25.559,0.191,0.17,33.127,0.001,0,0,1,1,0,1,0
1469,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",37.62,0.019,7.595,18.697,2.035,0.011,32.693,0.072,0,0,0,0,1,1,0
1470,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.62,0.724,19,3.57,0.986,0.063,35.95,0,0,0,0,0,0,0,1
1471,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.62,0.855,13.07,11.47,0.513,0.084,35.11,0,0,0,0,0,0,0,1
1472,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.62,0.162,15.3,9.49,0.604,0,34.96,0,0,0,0,0,0,0,1
1473,"The Paleozoic Huoshenmiao iron skarn deposit in the Tongbai area of North Qinling Orogen, China: Insights from garnet U-Pb dating and geological constraints",37.62,0.08,20.39,22.07,13.04,1.32,5.9,0,1,0,0,0,0,0,0
1474,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",37.618,0.318,7.507,17.755,0.428,0.257,35.846,0.021,0,1,1,0,0,1,0
1475,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.617,0,2.496,26.146,0.219,0.158,33.28,0,0,0,1,1,0,1,0
1476,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.616,0,5.392,22.698,0.368,0.133,33.727,0,0,0,1,1,0,1,0
1477,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.616,0,1.332,27.328,0.221,0.221,33.165,0,0,0,1,1,0,1,0
1478,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.61,0.055,16.3,8.49,0.257,0,36.23,0,0,0,0,0,0,0,1
1479,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",37.609,1.646,15.088,8.502,1.99,0.081,34.369,0.052,0,0,0,0,1,1,0
1480,"Composition of Garnet from the Xianghualing Skarn Sn Deposit, South China: Its Petrogenetic Significance and Exploration Potential",37.609,0.155,15.114,13.295,1.523,0.091,31.229,0,0,0,0,0,0,0,1
1481,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.608,0,1.783,27.248,0.139,0.029,33.184,0,0,0,1,1,0,1,0
1482,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",37.608,0.013,8.254,17.367,1.184,0.514,34.305,0,1,0,0,0,0,0,0
1483,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",37.605,0.707,13.371,10.657,0.592,0.02,36.935,0.029,0,1,1,0,0,1,0
1484,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.6,0.515,17.17,6.76,1.116,0,34.68,0.068,0,0,0,0,0,0,1
1485,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",37.6,0.02,14.01,11.39,0.1,0.01,37.38,0.03,0,0,0,1,0,0,0
1486,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.6,0,2.155,26.626,0.159,0.203,33.256,0.001,0,0,1,1,0,1,0
1487,"Preliminary mineralogical and petrological study of the Ortosa Au每Bi每Te ore deposit: a reduced gold skarn in the northern part of the Rio Narcea Gold Belt, Asturias, Spain",37.6,0.54,15.73,7.6,0.27,0.41,36.81,0,0,1,0,0,0,0,0
1488,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.6,0.038,10.43,15.8,0.38,0,35.32,0,0,0,0,0,0,0,1
1489,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.6,0.17,14.14,10.76,0.516,0,35.04,0,0,0,0,0,0,0,1
1490,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.6,0.263,6.258,23.211,0.731,0.052,31.882,0,0,0,1,1,0,1,0
1491,"The Paleozoic Huoshenmiao iron skarn deposit in the Tongbai area of North Qinling Orogen, China: Insights from garnet U-Pb dating and geological constraints",37.6,0.08,20.29,22.99,11.05,1.39,6.03,0,1,0,0,0,0,0,0
1492,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",37.6,0,8.56,18.94,0.25,0,34.19,0,0,0,1,0,0,0,0
1493,"Mineralization and Fluid Inclusion Study of the Shizhuyuan W-Sn-Bi-Mo-F Skarn Deposit, Hunan Province, China",37.6,0.5,15.4,10.23,2.1,1.2,31.8,0,0,0,0,0,1,0,1
1494,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.596,0.041,1.883,28.24,1.099,0.048,31.091,0,0,0,1,1,0,1,0
1495,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.595,0,18.572,6.6,0.982,0.08,35.116,0,0,0,1,0,1,1,1
1496,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.594,0,9.076,17.62,1.156,0.08,34.551,0,0,0,0,1,1,0,1
1497,"Multigeneration garnets record the fluid evolution of volcanic-hosted skarn iron deposit: Study of the Yamansu deposit, NW China",37.59,0.61,8.15,17.4,0.47,0.09,33.5,0.02,1,0,0,0,0,0,0
1498,"Fingerprinting the Hydrothermal Fluid Characteristics from LA-ICP-MS Trace Element Geochemistry of Garnet in the Yongping Cu Deposit, SE China",37.59,0.2,13.94,10.74,0.71,0.06,35.64,0,0,0,1,0,0,0,0
1499,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.59,0.638,12.62,12.16,0.359,0,35.43,0,0,0,0,0,0,0,1
1500,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.59,0.464,12.29,12.35,0.462,0,35.1,0,0,0,0,0,0,0,1
1501,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.59,0.045,11.33,14.03,0.473,0,34.69,0,0,0,0,0,0,0,1
1502,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.59,0.628,7.356,19.616,0.326,0.185,34.144,0,0,0,1,1,0,1,0
1503,"Mineralization processes of the Mount Garnet Zinc deposit, NE Queensland (Australia): Insights from garnet geochemistry and U-Pb geochronology",37.59,0,16.27,9.463,2.264,0.026,33.173,0,0,0,0,1,0,0,0
1504,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.589,0,1.671,27.738,0.353,0.006,32.635,0,0,0,1,1,0,1,0
1505,"Composition of Garnet from the Xianghualing Skarn Sn Deposit, South China: Its Petrogenetic Significance and Exploration Potential",37.588,0.215,16.175,11.934,1.566,0.105,31.412,0,0,0,0,0,0,0,1
1506,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.587,0.021,4.184,24.396,0.251,0.048,33.502,0.003,0,0,1,1,0,1,0
1507,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.586,0.345,3.028,25.411,0.207,0.098,33.314,0,0,0,1,1,0,1,0
1508,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.585,0.123,6.465,21.715,0.29,0.03,33.761,0,0,0,1,1,0,1,0
1509,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.585,0,1.71,27.723,0.277,0.018,32.683,0,0,0,1,1,0,1,0
1510,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.584,0.196,17.492,7.449,1.717,0.059,35.282,0,0,0,0,1,1,0,1
1511,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",37.584,0.67,12.529,12.852,0.319,0,33.254,0,0,1,0,0,0,0,0
1512,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.583,1.207,14.755,10.035,1.444,0.175,34.33,0,0,0,0,0,0,0,1
1513,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.583,0.321,7.944,19.414,0.408,0.207,33.993,0,0,0,1,1,0,1,0
1514,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",37.581,0.298,9.047,17.756,0.932,0.088,32.22,0,1,0,0,1,0,0,0
1515,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",37.58,0,13.08,12.22,0.12,0.02,36.61,0,0,0,0,1,0,0,0
1516,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",37.58,0,13.08,12.22,0.12,0.02,36.61,0,0,0,0,1,0,0,0
1517,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.58,0,10.59,15.5,0.385,0,34.94,0,0,0,0,0,0,0,1
1518,"Genetic environment of W skarn and Pb-Zn vein mineralization associated with the Imog granite in the Taebaeksan Mineralized District, South Korea",37.58,0,6,19.981,0.57,0,33.29,0,0,0,0,1,1,0,0
1519,"Mineralization processes of the Mount Garnet Zinc deposit, NE Queensland (Australia): Insights from garnet geochemistry and U-Pb geochronology",37.58,0.07,15.96,10.15,2.27,0,32.955,0,0,0,0,1,0,0,0
1520,Oscillatory zoning in skarn garnet: Implications for tungsten ore exploration,37.58,0,16.98,8.135,1.52,0.01,34.95,0,0,0,0,0,1,0,0
1521,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",37.58,0.08,13.36,12.97,0.38,0.12,34.51,0,0,0,1,0,0,0,0
1522,"In situ LA-ICP-MS study of garnets in the Makeng Fe skarn deposit, eastern China: Fluctuating fluid flow, ore-forming conditions and implication for mineral exploration",37.58,0.002,0.024,26.391,0.958,0.138,34.074,0,1,0,0,0,0,0,0
1523,"Garnet and scheelite chemistry of the Weijia tungsten deposit, South China: Implications for fluid evolution and W skarn mineralization in F-rich ore system",37.58,0.025,14.694,10.994,1.32,0.01,34.017,0,0,0,0,0,1,0,0
1524,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.579,0,12.398,13.662,1.19,0,34.945,0,0,0,0,1,1,0,1
1525,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.578,0,1.512,27.452,0.143,0.189,33.119,0,0,0,1,1,0,1,0
1526,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.576,0.004,1.464,27.922,0.305,0.016,32.711,0,0,0,1,1,0,1,0
1527,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.572,0,4.662,23.561,0.341,0.166,33.514,0,0,0,1,1,0,1,0
1528,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.571,0.028,11.283,14.678,0.638,0,33.627,0,0,0,1,0,1,1,1
1529,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.571,0,1.775,27.286,0.167,0.172,33.026,0,0,0,1,1,0,1,0
1530,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",37.57,0.042,14.548,9.263,1.212,0.007,34.449,1.612,1,0,0,0,0,0,1
1531,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.57,0.529,14.81,9.32,0.689,0,35.52,0,0,0,0,0,0,0,1
1532,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.57,0.081,17.92,5.82,1.44,0,35.04,0,0,0,0,0,0,0,1
1533,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.57,0.478,12.71,12.08,0.413,0.043,34.98,0,0,0,0,0,0,0,1
1534,"Mineralization processes of the Mount Garnet Zinc deposit, NE Queensland (Australia): Insights from garnet geochemistry and U-Pb geochronology",37.57,0,13.55,12.075,0.851,0,34.963,0,0,0,0,1,0,0,0
1535,"The Paleozoic Huoshenmiao iron skarn deposit in the Tongbai area of North Qinling Orogen, China: Insights from garnet U-Pb dating and geological constraints",37.57,0.06,20.54,21.71,13.16,1.33,5.67,0,1,0,0,0,0,0,0
1536,"The Tongon Au Deposit, Northern C?te d＊Ivoire: An Example of Paleoproterozoic Au Skarn Mineralization",37.569,1.335,12.337,11.392,0.471,0,33.442,0,0,1,0,0,0,0,0
1537,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.568,0,0.561,28.27,0.202,0.216,33.053,0,0,0,1,1,0,1,0
1538,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,37.567,0,13.434,12.553,1.147,0,35.337,0,0,0,0,1,1,0,1
1539,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",37.566,0,12.079,14.122,2.386,0.023,32.416,0.007,0,0,1,0,1,1,1
1540,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",37.566,0.601,19.773,3.491,1.015,0.015,35.199,0,0,1,1,0,0,1,0
1541,"Grandite-based resource characterization of the skarn-hosted Cu-Zn-Mo deposit of Antamina, Peru",37.565,0,0.503,28.374,0.217,0.233,33.009,0.004,0,0,1,1,0,1,0
1542,"Garnet Geochemistry of Reduced Skarn System: Implications for Fluid Evolution and Skarn Formation of the Zhuxiling W (Mo) Deposit, China",37.564,0.187,12.944,12.529,7.144,0.001,28.65,0.012,0,0,0,0,1,1,0
1543,"Mineralization processes of the Mount Garnet Zinc deposit, NE Queensland (Australia): Insights from garnet geochemistry and U-Pb geochronology",37.56,0.12,20.21,3.959,0.322,0,36.541,0,0,0,0,1,0,0,0
